Time_Start,Time_End,Renko_Open,Renko_Close,Volume_Total
3:41:05,3:41:55,18665,18660,114
3:42:00,3:46:40,18660,18655,295
3:46:55,3:51:05,18660,18665,322
3:51:10,3:51:10,18665,18670,3
3:51:15,3:56:20,18670,18675,1124
3:51:15,3:56:20,18675,18680,0
3:51:15,3:56:20,18680,18685,0
3:56:25,3:58:35,18680,18675,184
3:58:40,3:59:35,18675,18670,113
3:59:40,4:03:05,18675,18680,474
4:03:10,4:04:15,18675,18670,205
4:04:20,4:06:20,18675,18680,135
4:06:25,4:10:45,18680,18685,350
4:10:55,4:16:15,18680,18675,471
4:16:20,4:25:10,18675,18670,567
4:25:15,4:31:20,18675,18680,602
4:31:25,4:36:45,18675,18670,326
4:36:50,4:37:00,18670,18665,54
4:37:05,4:38:05,18665,18660,184
4:38:10,4:46:50,18660,18655,618
4:46:55,4:50:55,18655,18650,277
4:51:00,4:55:10,18650,18645,336
4:55:15,4:58:40,18645,18640,173
4:58:45,4:59:40,18640,18635,140
4:59:45,5:03:45,18635,18630,307
5:04:00,5:13:45,18635,18640,508
5:13:50,5:17:10,18640,18645,281
5:17:15,5:20:15,18645,18650,216
5:20:20,5:27:10,18650,18655,347
5:27:15,5:27:35,18650,18645,61
5:27:40,5:38:35,18645,18640,394
5:38:40,5:39:15,18645,18650,123
5:39:20,5:40:00,18650,18655,119
5:40:05,5:47:15,18655,18660,368
5:47:20,5:56:15,18655,18650,472
5:56:20,5:59:15,18655,18660,189
5:59:20,6:02:20,18655,18650,205
6:02:35,6:02:40,18650,18645,73
6:02:45,6:05:35,18645,18640,187
6:05:40,6:10:55,18640,18635,226
6:11:05,6:12:20,18640,18645,156
6:12:25,6:16:10,18645,18650,227
6:16:15,6:20:40,18650,18655,252
6:20:45,6:21:10,18655,18660,64
6:21:15,6:35:35,18660,18665,807
6:35:50,6:37:25,18665,18670,75
6:37:30,6:41:25,18665,18660,168
6:41:35,6:52:25,18665,18670,402
6:52:30,7:00:25,18665,18660,650
7:00:30,7:04:35,18660,18655,651
7:04:40,7:06:50,18655,18650,128
7:06:55,7:12:55,18655,18660,364
7:13:00,7:13:35,18660,18665,75
7:13:45,7:19:15,18665,18670,520
7:19:20,7:22:55,18670,18675,495
7:23:00,7:30:10,18675,18680,757
7:30:15,7:31:10,18675,18670,54
7:31:25,7:32:20,18670,18665,215
7:32:25,7:33:40,18665,18660,117
7:33:45,7:44:45,18660,18655,807
7:44:50,7:44:50,18655,18650,78
7:44:55,7:48:35,18650,18645,452
7:48:40,7:51:00,18650,18655,259
7:51:05,7:51:10,18655,18660,163
7:51:15,8:06:55,18660,18665,1354
8:07:05,8:21:45,18665,18670,1485
8:21:50,8:25:00,18670,18675,388
8:25:05,8:27:55,18675,18680,368
8:28:00,8:29:55,18680,18685,567
8:30:00,8:31:55,18685,18690,469
8:32:00,8:34:15,18685,18680,351
8:34:20,8:36:05,18680,18675,277
8:36:10,8:42:20,18675,18670,735
8:42:25,8:46:45,18670,18665,432
8:46:50,8:53:05,18665,18660,779
8:53:10,9:01:25,18660,18655,1298
9:01:30,9:02:35,18660,18665,341
9:02:40,9:08:25,18665,18670,715
9:08:30,9:09:35,18665,18660,160
9:09:40,9:12:20,18660,18655,536
9:12:25,9:23:40,18655,18650,2060
9:23:45,9:28:00,18655,18660,1108
9:28:05,9:28:25,18655,18650,800
9:28:05,9:28:25,18650,18645,0
9:28:30,9:30:45,18645,18640,3593
9:30:50,9:30:50,18645,18650,281
9:30:50,9:30:50,18650,18655,0
9:30:55,9:31:15,18655,18660,1308
9:30:55,9:31:15,18660,18665,0
9:31:20,9:31:20,18660,18655,291
