Date,Time,Open,High,Low,Close,Renko_Open,Renko_Close,Volume
8/11/2024,18:04:40,18649.25,18649.75,18649.25,18649.25,18645,18650,3
8/11/2024,18:04:45,18647.5,18647.5,18646.75,18647.5,18645,18650,3
8/11/2024,18:04:50,18647.75,18650,18645.75,18645.75,18645,18650,18
8/11/2024,18:04:55,18649,18649,18646,18646,18645,18650,2
8/11/2024,18:05:00,18648,18649.25,18646.25,18649.25,18645,18650,6
8/11/2024,18:05:05,18649.5,18658,18649.25,18655.75,18650,18655,56
8/11/2024,18:05:10,18657.25,18658,18653.75,18655.75,18650,18655,13
8/11/2024,18:05:15,18655.75,18657.25,18655.75,18657.25,18650,18655,4
8/11/2024,18:05:20,18655.75,18657,18654,18654,18650,18655,15
8/11/2024,18:05:25,18654,18656.75,18654,18655,18650,18655,11
8/11/2024,18:05:30,18656.5,18659,18656.5,18659,18650,18655,17
8/11/2024,18:05:35,18658,18659,18656.5,18657.75,18650,18655,8
8/11/2024,18:05:40,18655.25,18657.5,18654.25,18654.25,18650,18655,8
8/11/2024,18:05:45,18654.5,18655,18654.5,18655,18650,18655,2
8/11/2024,18:05:50,18654.25,18654.25,18653.5,18654.25,18650,18655,8
8/11/2024,18:05:55,18653.5,18653.5,18652.25,18652.25,18650,18655,4
8/11/2024,18:06:00,18653.75,18654,18652.25,18654,18650,18655,11
8/11/2024,18:06:05,18654.75,18657.75,18654.5,18657.75,18650,18655,22
8/11/2024,18:06:10,18655.75,18655.75,18654.75,18654.75,18650,18655,9
8/11/2024,18:06:25,18656.25,18658.5,18655,18658.5,18650,18655,18
8/11/2024,18:06:30,18658.25,18658.25,18657,18657,18650,18655,3
8/11/2024,18:06:35,18656.75,18657,18652,18652,18650,18655,16
8/11/2024,18:06:40,18651.5,18651.5,18645,18649,18650,18655,40
8/11/2024,18:06:45,18648.75,18649,18646,18646.25,18650,18655,12
8/11/2024,18:06:50,18648,18650.5,18648,18650.5,18650,18655,6
8/11/2024,18:06:55,18651,18651,18648.75,18648.75,18650,18655,7
8/11/2024,18:07:00,18650.25,18650.5,18646.5,18648,18650,18655,19
8/11/2024,18:07:05,18646.75,18646.75,18643.5,18643.75,18650,18645,9
8/11/2024,18:07:10,18645,18646,18643,18645.75,18650,18645,13
8/11/2024,18:07:15,18644.25,18646.5,18644.25,18646.5,18650,18645,6
8/11/2024,18:07:20,18646.5,18646.5,18642.5,18643.75,18650,18645,9
8/11/2024,18:07:25,18642,18643,18640,18641.75,18650,18645,15
8/11/2024,18:07:30,18642.25,18643,18638,18640.25,18650,18645,19
8/11/2024,18:07:35,18640.75,18642.25,18639.25,18641.75,18650,18645,11
8/11/2024,18:07:40,18640.5,18640.5,18638.25,18639.75,18645,18640,8
8/11/2024,18:07:45,18639.25,18641.5,18637.25,18640.25,18645,18640,30
8/11/2024,18:07:50,18637.25,18638.75,18635,18635,18640,18635,16
8/11/2024,18:07:55,18637.5,18637.5,18632.25,18632.25,18640,18635,19
8/11/2024,18:08:00,18635,18635,18632,18632,18640,18635,14
8/11/2024,18:08:05,18634.75,18636.5,18632,18635.75,18640,18635,11
8/11/2024,18:08:10,18637.25,18638,18636.5,18636.5,18640,18635,5
8/11/2024,18:08:15,18636.5,18636.5,18633.5,18635.25,18640,18635,18
8/11/2024,18:08:20,18636,18636,18632,18633,18640,18635,9
8/11/2024,18:08:25,18631.75,18631.75,18630,18631.25,18640,18635,13
8/11/2024,18:08:30,18630,18631.25,18628.75,18628.75,18635,18630,17
8/11/2024,18:08:35,18628,18629,18626.75,18629,18635,18630,13
8/11/2024,18:08:40,18628,18632.5,18628,18630,18635,18630,30
8/11/2024,18:08:45,18629,18634,18628.25,18634,18635,18630,16
8/11/2024,18:08:50,18633.25,18634.5,18632.75,18633.25,18635,18630,9
8/11/2024,18:08:55,18633.25,18636,18633,18635,18635,18630,9
8/11/2024,18:09:00,18634.75,18636,18634,18634,18635,18630,3
8/11/2024,18:09:05,18634,18636,18633.75,18636,18635,18630,3
8/11/2024,18:09:10,18636.25,18645,18636.25,18642.25,18635,18640,43
8/11/2024,18:09:15,18643,18643,18640.5,18640.5,18635,18640,16
8/11/2024,18:09:20,18640.5,18640.75,18640.5,18640.75,18635,18640,5
8/11/2024,18:09:25,18641.75,18643.5,18640,18643,18635,18640,36
8/11/2024,18:09:30,18643.75,18644.25,18642.25,18643.5,18635,18640,14
8/11/2024,18:09:35,18644.75,18644.75,18642.25,18642.25,18635,18640,2
8/11/2024,18:09:40,18645,18645.5,18643.5,18645.5,18640,18645,4
8/11/2024,18:09:45,18645.75,18646.5,18645,18645,18640,18645,15
8/11/2024,18:09:50,18645,18645,18643.5,18643.5,18640,18645,2
8/11/2024,18:09:55,18643.5,18643.5,18643.5,18643.5,18640,18645,1
8/11/2024,18:10:00,18642.75,18642.75,18642,18642.5,18640,18645,6
8/11/2024,18:10:05,18642.25,18642.75,18640,18640,18640,18645,16
8/11/2024,18:10:10,18640,18640.75,18640,18640.75,18640,18645,4
8/11/2024,18:10:15,18639,18640.25,18638.5,18640.25,18640,18645,7
8/11/2024,18:10:20,18638.75,18638.75,18638.75,18638.75,18640,18645,2
8/11/2024,18:10:25,18638.5,18638.5,18638.5,18638.5,18640,18645,2
8/11/2024,18:10:30,18638.5,18638.5,18638,18638,18640,18645,6
8/11/2024,18:10:35,18638,18638,18634.25,18636.25,18640,18645,12
8/11/2024,18:10:40,18634,18635,18633.75,18635,18640,18635,8
8/11/2024,18:10:45,18633.5,18633.5,18633.5,18633.5,18640,18635,1
8/11/2024,18:10:50,18636,18638.5,18636,18638.25,18640,18635,12
8/11/2024,18:10:55,18634,18634,18634,18634,18640,18635,1
8/11/2024,18:11:00,18632.5,18632.5,18629,18629,18635,18630,23
8/11/2024,18:11:05,18629.25,18631,18629.25,18631,18635,18630,8
8/11/2024,18:11:10,18631.25,18631.5,18629.75,18629.75,18635,18630,5
8/11/2024,18:11:15,18631.25,18631.25,18631.25,18631.25,18635,18630,3
8/11/2024,18:11:20,18630,18630,18627,18627,18635,18630,19
8/11/2024,18:11:25,18627,18632.25,18627,18631,18635,18630,47
8/11/2024,18:11:35,18630,18631,18630,18631,18635,18630,9
8/11/2024,18:11:40,18632,18634,18631,18631,18635,18630,13
8/11/2024,18:11:45,18631,18631,18629,18629,18635,18630,6
8/11/2024,18:11:50,18630.5,18630.5,18629,18630.5,18635,18630,9
8/11/2024,18:11:55,18629,18629,18628.5,18628.5,18635,18630,3
8/11/2024,18:12:00,18628.25,18628.25,18627,18627,18635,18630,5
8/11/2024,18:12:05,18628,18630,18627,18627,18635,18630,3
8/11/2024,18:12:10,18629.75,18630,18627.75,18630,18635,18630,4
8/11/2024,18:12:15,18630.75,18631.75,18630.75,18631.75,18635,18630,5
8/11/2024,18:12:20,18630.5,18633.75,18630.5,18632.25,18635,18630,8
8/11/2024,18:12:25,18632,18632.75,18631.5,18631.5,18635,18630,9
8/11/2024,18:12:30,18632.5,18633.75,18631,18633.75,18635,18630,6
8/11/2024,18:12:50,18631.75,18631.75,18631,18631,18635,18630,5
8/11/2024,18:13:00,18629.5,18630.25,18629.5,18630.25,18635,18630,3
8/11/2024,18:13:05,18628.25,18628.25,18628,18628,18635,18630,2
8/11/2024,18:13:10,18628,18628,18628,18628,18635,18630,1
8/11/2024,18:13:15,18628,18628,18618.25,18618.25,18625,18620,52
8/11/2024,18:13:20,18617.75,18618.5,18613.5,18617.75,18625,18620,32
8/11/2024,18:13:25,18618.25,18619.75,18615.75,18615.75,18625,18620,24
8/11/2024,18:13:30,18615.5,18615.5,18612,18613.25,18620,18615,30
8/11/2024,18:13:35,18613.5,18614.75,18608,18609.25,18615,18610,27
8/11/2024,18:13:40,18607,18612,18603.75,18609.75,18615,18610,44
8/11/2024,18:13:45,18609,18611.5,18608,18611.5,18615,18610,17
8/11/2024,18:13:50,18612,18614,18609.25,18610.75,18615,18610,39
8/11/2024,18:13:55,18610.75,18611.75,18609.5,18611.75,18615,18610,16
8/11/2024,18:14:00,18608.75,18609,18603.5,18606.25,18615,18610,40
8/11/2024,18:14:05,18606,18606,18601,18603.25,18610,18605,26
8/11/2024,18:14:10,18604,18605.5,18600.25,18601.5,18610,18605,31
8/11/2024,18:14:15,18601.25,18603.25,18590,18590,18595,18590,45
8/11/2024,18:14:20,18591.5,18591.5,18588.25,18588.5,18595,18590,18
8/11/2024,18:14:25,18588.5,18590,18586.25,18586.25,18595,18590,24
8/11/2024,18:14:30,18587.75,18592,18585,18592,18595,18590,30
8/11/2024,18:14:35,18592,18596.5,18592,18593.75,18595,18590,31
8/11/2024,18:14:40,18595.25,18598,18586.25,18589,18595,18590,53
8/11/2024,18:14:45,18592,18592.25,18589.5,18592.25,18595,18590,4
8/11/2024,18:14:50,18593,18597,18593,18597,18595,18590,14
8/11/2024,18:14:55,18594.5,18594.5,18588,18588,18595,18590,47
8/11/2024,18:15:00,18585,18585,18551.5,18553,18560,18555,121
8/11/2024,18:15:05,18555.5,18563.25,18528.75,18528.75,18535,18530,107
8/11/2024,18:15:10,18528.5,18528.5,18515,18523.75,18530,18525,137
8/11/2024,18:15:15,18526.25,18542,18526.25,18534.75,18530,18525,76
8/11/2024,18:15:20,18538,18541.75,18536,18538.75,18530,18535,34
8/11/2024,18:15:25,18539.75,18552.75,18539.75,18552.75,18545,18550,23
8/11/2024,18:15:30,18551.75,18553.25,18548.25,18552.25,18545,18550,23
8/11/2024,18:15:35,18551.75,18551.75,18550.25,18550.25,18545,18550,5
8/11/2024,18:15:40,18551.75,18556.5,18551.75,18556.5,18550,18555,23
8/11/2024,18:15:45,18555.75,18556,18551.75,18554.25,18550,18555,25
8/11/2024,18:15:50,18555.75,18559,18546.5,18559,18550,18555,58
8/11/2024,18:15:55,18556.5,18563.5,18556.25,18563.5,18555,18560,37
8/11/2024,18:16:00,18565,18569.5,18563.75,18567.5,18560,18565,29
8/11/2024,18:16:05,18567.5,18569.25,18564.25,18565.5,18560,18565,29
8/11/2024,18:16:10,18563.75,18563.75,18552,18555,18560,18555,31
8/11/2024,18:16:15,18556.5,18560.75,18555.25,18560.75,18560,18555,19
8/11/2024,18:16:20,18560.75,18560.75,18554.75,18556,18560,18555,30
8/11/2024,18:16:25,18557.75,18558,18551.5,18551.5,18560,18555,14
8/11/2024,18:16:30,18553.75,18553.75,18543.5,18546,18555,18550,22
8/11/2024,18:16:35,18547.5,18548.5,18543.5,18547,18555,18550,26
8/11/2024,18:16:40,18544,18549.75,18543.5,18543.5,18550,18545,13
8/11/2024,18:16:45,18544.75,18547.25,18543.75,18546.5,18550,18545,13
8/11/2024,18:16:50,18543.75,18543.75,18539.25,18539.25,18545,18540,14
8/11/2024,18:16:55,18538,18547,18536.5,18545.75,18545,18540,21
8/11/2024,18:17:00,18545.75,18549,18545.75,18547.5,18545,18540,8
8/11/2024,18:17:05,18549.5,18550.75,18544.25,18547.25,18545,18540,24
8/11/2024,18:17:10,18547.5,18547.5,18544,18544,18545,18540,4
8/11/2024,18:17:15,18549,18550,18548.25,18550,18545,18550,7
8/11/2024,18:17:20,18552.75,18554.25,18552,18554,18545,18550,9
8/11/2024,18:17:25,18550.5,18551.75,18545,18545,18545,18550,27
8/11/2024,18:17:30,18546,18546.25,18546,18546.25,18545,18550,3
8/11/2024,18:17:35,18544.5,18544.5,18533,18533,18540,18535,22
8/11/2024,18:17:40,18533,18538,18532.25,18535.25,18540,18535,19
8/11/2024,18:17:45,18534.25,18534.25,18524.25,18528.25,18535,18530,55
8/11/2024,18:17:50,18528.25,18532,18524.25,18532,18535,18530,26
8/11/2024,18:17:55,18527.75,18529.5,18527.75,18529.5,18535,18530,2
8/11/2024,18:18:00,18530.25,18532.75,18525.75,18525.75,18535,18530,13
8/11/2024,18:18:05,18524.25,18531.5,18524.25,18528.75,18535,18530,30
8/11/2024,18:18:10,18529.75,18533,18529.75,18533,18535,18530,16
8/11/2024,18:18:15,18540,18543.25,18537,18539.5,18535,18530,25
8/11/2024,18:18:20,18540.75,18544.75,18540.75,18544.5,18535,18540,13
8/11/2024,18:18:25,18544.5,18547.25,18541.5,18547.25,18540,18545,24
8/11/2024,18:18:30,18547.5,18553,18545,18548.75,18540,18545,28
8/11/2024,18:18:35,18551,18555,18551,18554.75,18545,18550,10
8/11/2024,18:18:40,18554.75,18557.75,18552.75,18557.75,18550,18555,10
8/11/2024,18:18:45,18556.75,18561,18555.5,18556.75,18550,18555,25
8/11/2024,18:18:50,18556,18557.5,18552,18552,18550,18555,18
8/11/2024,18:18:55,18554.25,18554.25,18550,18550,18550,18555,5
8/11/2024,18:19:00,18551,18552.5,18550.75,18552.5,18550,18555,11
8/11/2024,18:19:05,18551,18554.25,18551,18552,18550,18555,17
8/11/2024,18:19:10,18551.5,18551.75,18551,18551,18550,18555,5
8/11/2024,18:19:15,18551.75,18551.75,18550,18551.25,18550,18555,7
8/11/2024,18:19:20,18551.5,18551.5,18546.75,18549,18550,18555,12
8/11/2024,18:19:25,18546.5,18548.5,18545.75,18546.25,18550,18555,4
8/11/2024,18:19:30,18546.25,18549.25,18546,18548.25,18550,18555,8
8/11/2024,18:19:35,18547.75,18548,18546.75,18548,18550,18555,3
8/11/2024,18:19:40,18549.5,18550.5,18549,18550.5,18550,18555,8
8/11/2024,18:19:45,18550.75,18552,18548.5,18552,18550,18555,6
8/11/2024,18:19:50,18550.5,18554,18550.5,18554,18550,18555,8
8/11/2024,18:19:55,18554.75,18558,18554,18558,18550,18555,12
8/11/2024,18:20:00,18558.5,18565.25,18558,18562.75,18555,18560,51
8/11/2024,18:20:05,18564.75,18565.75,18559.75,18561.5,18555,18560,21
8/11/2024,18:20:10,18559.75,18560,18559.75,18560,18555,18560,4
8/11/2024,18:20:15,18558.75,18560.25,18558.75,18560.25,18555,18560,2
8/11/2024,18:20:20,18558.75,18560.5,18556.5,18556.5,18555,18560,13
8/11/2024,18:20:25,18556.5,18560.5,18556.5,18560.5,18555,18560,15
8/11/2024,18:20:30,18556.75,18556.75,18553.25,18553.75,18555,18560,5
8/11/2024,18:20:35,18552.25,18552.25,18549.75,18551,18555,18560,13
8/11/2024,18:20:40,18550,18550,18550,18550,18555,18550,1
8/11/2024,18:20:45,18552.25,18554.25,18552.25,18554.25,18555,18550,5
8/11/2024,18:20:50,18551,18551,18549.5,18550.5,18555,18550,12
8/11/2024,18:20:55,18551.75,18551.75,18551.75,18551.75,18555,18550,4
8/11/2024,18:21:00,18549.5,18549.75,18549.5,18549.5,18555,18550,3
8/11/2024,18:21:05,18550.5,18554.5,18550.5,18554.5,18555,18550,5
8/11/2024,18:21:10,18554.75,18554.75,18551.25,18551.25,18555,18550,3
8/11/2024,18:21:20,18550.75,18550.75,18548.75,18549.5,18555,18550,24
8/11/2024,18:21:25,18550.75,18550.75,18550.75,18550.75,18555,18550,1
8/11/2024,18:21:30,18552,18552,18552,18552,18555,18550,1
8/11/2024,18:21:35,18554.25,18557,18554.25,18557,18555,18550,3
8/11/2024,18:21:40,18554.25,18554.25,18540.25,18540.5,18550,18545,40
8/11/2024,18:21:45,18538,18540,18537,18540,18545,18540,9
8/11/2024,18:21:50,18539.25,18539.25,18534.25,18537,18545,18540,15
8/11/2024,18:21:55,18534.75,18537,18533.75,18537,18545,18540,32
8/11/2024,18:22:00,18537.25,18538.75,18534,18538.75,18545,18540,18
8/11/2024,18:22:05,18539,18544,18539,18544,18545,18540,16
8/11/2024,18:22:10,18545.75,18545.75,18542.75,18544.75,18545,18540,12
8/11/2024,18:22:15,18545.75,18548.5,18545.75,18546,18545,18540,16
8/11/2024,18:22:20,18547.25,18549.5,18546,18547,18545,18540,9
8/11/2024,18:22:25,18546.75,18549.5,18546,18546,18545,18540,9
8/11/2024,18:22:30,18546.5,18546.5,18545,18545,18545,18540,2
8/11/2024,18:22:35,18544,18545.25,18542.25,18543,18545,18540,9
8/11/2024,18:22:40,18544.75,18545.25,18544.75,18545.25,18545,18540,2
8/11/2024,18:22:50,18547.75,18547.75,18545.25,18545.25,18545,18540,2
8/11/2024,18:22:55,18548.75,18550.5,18547.25,18547.25,18545,18540,14
8/11/2024,18:23:05,18550,18550,18549.25,18549.25,18545,18540,2
8/11/2024,18:23:10,18551,18551.25,18550,18550,18545,18550,13
8/11/2024,18:23:15,18550,18550,18548,18548,18545,18550,5
8/11/2024,18:23:25,18547,18547,18547,18547,18545,18550,1
8/11/2024,18:23:30,18546,18546,18545.25,18545.25,18545,18550,4
8/11/2024,18:23:40,18548.5,18548.5,18548.5,18548.5,18545,18550,2
8/11/2024,18:23:45,18547.25,18547.25,18543.25,18543.25,18545,18550,13
8/11/2024,18:23:50,18542.25,18542.25,18542.25,18542.25,18545,18550,2
8/11/2024,18:23:55,18543.75,18543.75,18541.75,18541.75,18545,18550,8
8/11/2024,18:24:00,18541.75,18541.75,18541.75,18541.75,18545,18550,1
8/11/2024,18:24:05,18542.25,18542.25,18540.5,18540.5,18545,18550,3
8/11/2024,18:24:30,18542.25,18545.25,18542.25,18545.25,18545,18550,5
8/11/2024,18:24:35,18545.5,18548,18545.5,18548,18545,18550,11
8/11/2024,18:24:45,18548.75,18548.75,18548.75,18548.75,18545,18550,2
8/11/2024,18:24:50,18549,18549,18549,18549,18545,18550,1
8/11/2024,18:24:55,18545.75,18549,18545.75,18549,18545,18550,8
8/11/2024,18:25:05,18549,18551.5,18549,18550.25,18545,18550,15
8/11/2024,18:25:10,18550.25,18552.75,18550.25,18552.75,18545,18550,4
8/11/2024,18:25:15,18552.25,18553.75,18550,18553.25,18545,18550,14
8/11/2024,18:25:20,18551.75,18553.25,18550.75,18550.75,18545,18550,10
8/11/2024,18:25:30,18550.25,18550.25,18547.75,18547.75,18545,18550,2
8/11/2024,18:25:35,18550.25,18550.25,18546.5,18547.5,18545,18550,9
8/11/2024,18:25:40,18548.5,18548.5,18547,18547,18545,18550,3
8/11/2024,18:25:45,18547,18547,18547,18547,18545,18550,1
8/11/2024,18:25:50,18549.25,18549.25,18549.25,18549.25,18545,18550,2
8/11/2024,18:25:55,18548,18548.75,18548,18548.75,18545,18550,2
8/11/2024,18:26:00,18548,18548,18547.5,18547.5,18545,18550,4
8/11/2024,18:26:05,18547,18547,18541,18541.25,18545,18550,12
8/11/2024,18:26:10,18540.5,18540.5,18534.25,18537,18545,18540,24
8/11/2024,18:26:15,18539.5,18539.75,18538.5,18538.5,18545,18540,3
8/11/2024,18:26:20,18538,18538,18537,18537.5,18545,18540,6
8/11/2024,18:26:25,18538.75,18543.75,18538.75,18543.75,18545,18540,9
8/11/2024,18:26:30,18541.5,18541.5,18541.5,18541.5,18545,18540,1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
