Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Moving_Average,Median
04/02/2024 11:50:30,04/02/2024 11:53:00,18520,18510,3812,18524,18520
04/02/2024 11:53:30,04/02/2024 12:34:30,18510,18500,31658,18520,18520
04/02/2024 12:35:00,04/02/2024 12:42:00,18510,18520,4562,18518,18520
04/02/2024 12:42:30,04/02/2024 12:49:00,18520,18530,5099,18516,18520
04/02/2024 12:49:30,04/02/2024 12:59:30,18530,18540,9604,18520,18520
04/02/2024 13:00:00,04/02/2024 15:05:00,18540,18550,72291,18528,18530
04/02/2024 15:05:30,04/02/2024 15:08:00,18550,18560,5126,18540,18540
04/02/2024 15:08:30,04/02/2024 15:14:00,18560,18570,5506,18550,18550
04/02/2024 15:14:30,04/02/2024 15:19:30,18560,18550,4557,18554,18550
04/02/2024 15:20:00,04/02/2024 15:24:00,18550,18540,3556,18554,18550
04/02/2024 15:24:30,04/02/2024 15:32:00,18550,18560,6871,18556,18560
04/02/2024 15:32:30,04/02/2024 15:35:00,18560,18570,4198,18558,18560
04/02/2024 15:35:30,04/02/2024 15:40:00,18570,18580,4554,18560,18560
04/02/2024 15:40:30,04/02/2024 15:49:30,18580,18590,9918,18568,18570
04/02/2024 15:50:00,04/02/2024 20:07:00,18590,18600,44876,18580,18580
04/02/2024 20:07:30,04/02/2024 20:13:30,18590,18580,1160,18584,18580
04/02/2024 20:14:00,04/02/2024 21:06:00,18580,18570,4182,18584,18580
04/02/2024 21:06:30,04/03/2024 01:10:00,18570,18560,12636,18580,18580
04/03/2024 01:10:30,04/03/2024 01:48:30,18560,18550,1850,18572,18570
04/03/2024 01:49:00,04/03/2024 02:00:30,18550,18540,1135,18560,18560
04/03/2024 02:01:00,04/03/2024 03:00:30,18540,18530,5687,18550,18550
04/03/2024 03:01:00,04/03/2024 03:06:00,18540,18550,1408,18546,18550
04/03/2024 03:06:30,04/03/2024 03:38:30,18540,18530,4845,18540,18540
04/03/2024 03:39:00,04/03/2024 03:54:30,18540,18550,2828,18540,18540
04/03/2024 03:55:00,04/03/2024 04:31:30,18540,18530,5567,18538,18530
04/03/2024 04:32:00,04/03/2024 04:48:30,18540,18550,2355,18542,18550
04/03/2024 04:49:00,04/03/2024 05:26:00,18550,18560,4487,18544,18550
04/03/2024 05:26:30,04/03/2024 05:56:00,18550,18540,2718,18546,18550
04/03/2024 05:56:30,04/03/2024 06:34:00,18540,18530,4693,18542,18540
04/03/2024 06:34:30,04/03/2024 07:02:30,18530,18520,4041,18540,18540
04/03/2024 07:03:00,04/03/2024 07:15:30,18530,18540,2004,18538,18540
04/03/2024 07:16:00,04/03/2024 07:30:30,18540,18550,2588,18536,18540
04/03/2024 07:31:00,04/03/2024 08:03:30,18550,18560,7363,18540,18540
04/03/2024 08:04:00,04/03/2024 08:24:00,18560,18570,7230,18548,18550
04/03/2024 08:24:30,04/03/2024 08:25:30,18560,18550,702,18554,18550
04/03/2024 08:26:00,04/03/2024 08:26:00,18550,18540,1019,18554,18550
04/03/2024 08:26:30,04/03/2024 08:31:30,18540,18530,4145,18550,18550
04/03/2024 08:32:00,04/03/2024 09:18:00,18530,18520,15853,18542,18540
04/03/2024 09:18:30,04/03/2024 09:24:00,18520,18510,2219,18530,18530
04/03/2024 09:24:30,04/03/2024 09:32:30,18510,18500,13609,18520,18520
04/03/2024 09:33:00,04/03/2024 09:34:30,18510,18520,5641,18516,18520
04/03/2024 09:35:00,04/03/2024 09:54:30,18520,18530,30088,18516,18520
04/03/2024 09:55:00,04/03/2024 10:00:00,18530,18540,7639,18520,18520
04/03/2024 10:00:30,04/03/2024 10:00:30,18550,18560,3547,18530,18530
04/03/2024 10:01:00,04/03/2024 10:01:30,18570,18580,5381,18546,18540
04/03/2024 10:02:00,04/03/2024 10:02:00,18580,18590,1783,18560,18560
04/03/2024 10:02:30,04/03/2024 10:04:30,18590,18600,8414,18574,18580
04/03/2024 10:05:00,04/03/2024 10:05:30,18600,18610,2766,18588,18590
04/03/2024 10:06:00,04/03/2024 10:09:00,18610,18620,7081,18600,18600
04/03/2024 10:09:30,04/03/2024 10:14:00,18610,18600,11337,18604,18600
04/03/2024 10:14:30,04/03/2024 10:14:30,18610,18620,741,18610,18610
04/03/2024 10:15:00,04/03/2024 10:15:00,18620,18630,1375,18616,18620
04/03/2024 10:15:30,04/03/2024 10:19:30,18630,18640,10594,18622,18620
04/03/2024 10:20:00,04/03/2024 10:24:00,18640,18650,6770,18628,18630
04/03/2024 10:24:30,04/03/2024 10:26:30,18650,18660,4975,18640,18640
04/03/2024 10:27:00,04/03/2024 10:30:00,18660,18670,6475,18650,18650
04/03/2024 10:30:30,04/03/2024 10:58:30,18670,18680,40218,18660,18660
04/03/2024 10:59:00,04/03/2024 11:11:00,18680,18690,12346,18670,18670
04/03/2024 11:11:30,04/03/2024 11:51:00,18690,18700,32396,18680,18680
04/03/2024 11:51:30,04/03/2024 11:54:00,18690,18680,3902,18684,18680
04/03/2024 11:54:30,04/03/2024 11:55:30,18680,18670,2157,18684,18680
04/03/2024 11:56:00,04/03/2024 12:02:00,18670,18660,9561,18680,18680
04/03/2024 12:02:30,04/03/2024 12:10:00,18660,18650,7432,18672,18670
04/03/2024 12:10:30,04/03/2024 12:18:00,18650,18640,11708,18660,18660
04/03/2024 12:18:30,04/03/2024 12:19:30,18650,18660,2076,18656,18660
04/03/2024 12:20:00,04/03/2024 12:23:30,18660,18670,4714,18656,18660
04/03/2024 12:24:00,04/03/2024 12:31:00,18670,18680,6359,18660,18660
04/03/2024 12:31:30,04/03/2024 12:37:30,18680,18690,6222,18668,18670
04/03/2024 12:38:00,04/03/2024 12:38:00,18680,18670,2095,18674,18670
04/03/2024 12:38:30,04/03/2024 12:40:30,18650,18640,9929,18670,18670
04/03/2024 12:41:00,04/03/2024 12:41:00,18650,18660,1429,18668,18670
04/03/2024 12:41:30,04/03/2024 12:45:00,18660,18670,5132,18666,18670
04/03/2024 12:45:30,04/03/2024 12:53:00,18670,18680,6272,18664,18670
04/03/2024 12:53:30,04/03/2024 13:02:30,18680,18690,8585,18668,18670
04/03/2024 13:03:00,04/03/2024 14:08:30,18680,18670,31087,18674,18670
04/03/2024 14:09:00,04/03/2024 14:18:00,18680,18690,4987,18680,18680
04/03/2024 14:18:30,04/03/2024 14:52:30,18680,18670,21386,18680,18680
04/03/2024 14:53:00,04/03/2024 15:00:00,18670,18660,6536,18676,18670
04/03/2024 15:00:30,04/03/2024 15:12:00,18660,18650,10099,18668,18670
04/03/2024 15:12:30,04/03/2024 15:14:00,18650,18640,4296,18662,18660
04/03/2024 15:14:30,04/03/2024 15:14:30,18630,18620,2977,18648,18650
04/03/2024 15:15:00,04/03/2024 15:15:00,18620,18610,3028,18636,18640
04/03/2024 15:15:30,04/03/2024 15:18:30,18600,18590,14484,18622,18620
04/03/2024 15:19:00,04/03/2024 15:24:30,18600,18610,7755,18614,18610
04/03/2024 15:25:00,04/03/2024 15:35:00,18600,18590,14647,18604,18610
04/03/2024 15:35:30,04/03/2024 15:38:00,18600,18610,4266,18602,18610
04/03/2024 15:38:30,04/03/2024 15:49:00,18610,18620,11710,18604,18610
04/03/2024 15:49:30,04/03/2024 16:00:00,18620,18630,26144,18612,18610
04/03/2024 16:00:30,04/03/2024 16:01:00,18630,18640,3559,18618,18620
04/03/2024 16:01:30,04/03/2024 19:21:00,18640,18650,14230,18630,18630
04/03/2024 19:21:30,04/03/2024 19:28:00,18650,18660,510,18640,18640
04/03/2024 19:28:30,04/03/2024 19:30:30,18660,18670,919,18650,18650
04/03/2024 19:31:00,04/03/2024 19:31:00,18690,18700,1128,18664,18660
04/03/2024 19:31:30,04/03/2024 19:36:30,18710,18720,4001,18680,18670
04/03/2024 19:37:00,04/04/2024 00:42:00,18710,18700,13548,18690,18700
04/04/2024 00:42:30,04/04/2024 01:22:30,18710,18720,1495,18702,18700
04/04/2024 01:23:00,04/04/2024 02:00:00,18710,18700,1818,18708,18700
04/04/2024 02:00:30,04/04/2024 02:26:00,18700,18690,2344,18706,18700
04/04/2024 02:26:30,04/04/2024 03:29:00,18690,18680,6394,18698,18700
04/04/2024 03:29:30,04/04/2024 04:09:30,18690,18700,4372,18698,18700
04/04/2024 04:10:00,04/04/2024 04:31:00,18700,18710,2881,18696,18700
04/04/2024 04:31:30,04/04/2024 06:37:00,18710,18720,9693,18700,18700
04/04/2024 06:37:30,04/04/2024 06:57:00,18710,18700,1721,18702,18700
04/04/2024 06:57:30,04/04/2024 08:34:30,18710,18720,15085,18710,18710
04/04/2024 08:35:00,04/04/2024 08:36:30,18720,18730,1837,18716,18720
04/04/2024 08:37:00,04/04/2024 08:42:00,18730,18740,3353,18722,18720
04/04/2024 08:42:30,04/04/2024 08:48:30,18740,18750,3417,18728,18730
04/04/2024 08:49:00,04/04/2024 08:49:00,18750,18760,1138,18740,18740
04/04/2024 08:49:30,04/04/2024 08:51:00,18760,18770,1580,18750,18750
04/04/2024 08:51:30,04/04/2024 08:55:00,18770,18780,3204,18760,18760
04/04/2024 08:55:30,04/04/2024 09:01:00,18780,18790,4803,18770,18770
04/04/2024 09:01:30,04/04/2024 09:34:30,18790,18800,31169,18780,18780
04/04/2024 09:35:00,04/04/2024 09:36:00,18800,18810,4466,18790,18790
04/04/2024 09:36:30,04/04/2024 09:39:30,18810,18820,9126,18800,18800
04/04/2024 09:40:00,04/04/2024 09:46:30,18810,18800,15325,18804,18800
04/04/2024 09:47:00,04/04/2024 09:51:30,18800,18790,8475,18804,18800
04/04/2024 09:52:00,04/04/2024 10:21:00,18790,18780,39654,18800,18800
04/04/2024 10:21:30,04/04/2024 10:22:30,18780,18770,1538,18792,18790
04/04/2024 10:23:00,04/04/2024 10:23:00,18770,18760,1480,18780,18780
04/04/2024 10:23:30,04/04/2024 10:28:30,18760,18750,9009,18770,18770
04/04/2024 10:29:00,04/04/2024 10:36:30,18760,18770,9957,18766,18770
04/04/2024 10:37:00,04/04/2024 11:38:30,18760,18750,49606,18760,18760
04/04/2024 11:39:00,04/04/2024 11:46:00,18760,18770,6168,18760,18760
04/04/2024 11:46:30,04/04/2024 11:56:30,18770,18780,8396,18764,18770
04/04/2024 11:57:00,04/04/2024 12:04:00,18780,18790,6867,18772,18770
04/04/2024 12:04:30,04/04/2024 12:06:00,18790,18800,3796,18778,18780
04/04/2024 12:06:30,04/04/2024 12:10:00,18800,18810,5662,18790,18790
04/04/2024 12:10:30,04/04/2024 13:32:00,18810,18820,45823,18800,18800
04/04/2024 13:32:30,04/04/2024 13:41:00,18810,18800,5587,18804,18800
04/04/2024 13:41:30,04/04/2024 13:43:30,18800,18790,3136,18804,18800
04/04/2024 13:44:00,04/04/2024 13:47:00,18790,18780,4919,18800,18800
04/04/2024 13:47:30,04/04/2024 13:58:00,18780,18770,10838,18792,18790
04/04/2024 13:58:30,04/04/2024 14:05:30,18760,18750,14524,18778,18780
04/04/2024 14:06:00,04/04/2024 14:06:00,18750,18740,1621,18766,18770
04/04/2024 14:06:30,04/04/2024 14:08:00,18740,18730,7011,18754,18750
04/04/2024 14:08:30,04/04/2024 14:10:00,18730,18720,4304,18742,18740
04/04/2024 14:10:30,04/04/2024 14:10:30,18720,18710,2850,18730,18730
04/04/2024 14:11:00,04/04/2024 14:14:30,18700,18690,14764,18718,18720
04/04/2024 14:15:00,04/04/2024 14:16:00,18690,18680,5026,18706,18710
04/04/2024 14:16:30,04/04/2024 14:18:00,18680,18670,5787,18694,18690
04/04/2024 14:18:30,04/04/2024 14:27:00,18660,18650,25248,18680,18680
04/04/2024 14:27:30,04/04/2024 14:27:30,18640,18630,2840,18664,18670
04/04/2024 14:28:00,04/04/2024 14:28:00,18630,18620,2787,18650,18650
04/04/2024 14:28:30,04/04/2024 14:29:00,18620,18610,3740,18636,18630
04/04/2024 14:29:30,04/04/2024 14:30:00,18610,18600,3470,18622,18620
04/04/2024 14:30:30,04/04/2024 14:30:30,18580,18570,5791,18606,18610
04/04/2024 14:31:00,04/04/2024 14:32:30,18560,18550,10736,18590,18600
04/04/2024 14:33:00,04/04/2024 14:36:30,18550,18540,17573,18574,18570
04/04/2024 14:37:00,04/04/2024 14:37:00,18550,18560,2548,18564,18560
04/04/2024 14:37:30,04/04/2024 14:37:30,18560,18570,3345,18558,18560
04/04/2024 14:38:00,04/04/2024 14:41:00,18570,18580,11375,18560,18560
04/04/2024 14:41:30,04/04/2024 14:43:00,18560,18550,5819,18560,18560
04/04/2024 14:43:30,04/04/2024 14:44:00,18550,18540,2352,18560,18560
04/04/2024 14:44:30,04/04/2024 14:44:30,18540,18530,1558,18554,18550
04/04/2024 14:45:00,04/04/2024 14:45:00,18520,18510,3537,18542,18540
04/04/2024 14:45:30,04/04/2024 14:49:00,18520,18530,12429,18532,18530
04/04/2024 14:49:30,04/04/2024 14:52:30,18530,18540,7758,18530,18530
04/04/2024 14:53:00,04/04/2024 14:55:00,18530,18520,4708,18526,18530
04/04/2024 14:55:30,04/04/2024 14:55:30,18500,18490,2873,18518,18520
04/04/2024 14:56:00,04/04/2024 15:00:00,18490,18480,14408,18512,18520
04/04/2024 15:00:30,04/04/2024 15:00:30,18470,18460,3196,18498,18490
