Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
02/05/2024 10:05,02/05/2024 10:06,18180,18170,7080,18048.23
02/05/2024 10:07,02/05/2024 10:08,18180,18190,4266,18048.59
02/05/2024 10:09,02/05/2024 10:15,18180,18170,12315,18049.52
02/05/2024 10:16,02/05/2024 10:18,18160,18150,6977,18049.96
02/05/2024 10:19,02/05/2024 10:40,18130,18120,39888,18051.7
02/05/2024 10:41,02/05/2024 10:41,18110,18100,3446,18051.8
02/05/2024 10:42,02/05/2024 10:42,18100,18090,2851,18051.87
02/05/2024 10:43,02/05/2024 10:49,18080,18070,15415,18052.06
02/05/2024 10:50,02/05/2024 10:56,18080,18090,8755,18052.24
02/05/2024 10:57,02/05/2024 11:06,18090,18100,11085,18052.52
02/05/2024 11:07,02/05/2024 11:07,18100,18110,1021,18052.56
02/05/2024 11:08,02/05/2024 11:18,18110,18120,11772,18052.99
02/05/2024 11:19,02/05/2024 11:32,18120,18130,16140,18053.66
02/05/2024 11:33,02/05/2024 11:34,18130,18140,1995,18053.76
02/05/2024 11:35,02/05/2024 11:53,18140,18150,19396,18054.77
02/05/2024 11:54,02/05/2024 11:59,18150,18160,6175,18055.12
02/05/2024 12:00,02/05/2024 12:08,18160,18170,7893,18055.61
02/05/2024 12:09,02/05/2024 12:12,18170,18180,4456,18055.91
02/05/2024 12:13,02/05/2024 12:30,18180,18190,15256,18057.01
02/05/2024 12:31,02/05/2024 12:37,18190,18200,8733,18057.68
02/05/2024 12:38,02/05/2024 12:38,18200,18210,832,18057.75
02/05/2024 12:39,02/05/2024 13:01,18210,18220,21442,18059.59
02/05/2024 13:02,02/05/2024 13:13,18210,18200,12179,18060.54
02/05/2024 13:14,02/05/2024 13:14,18210,18220,680,18060.59
02/05/2024 13:15,02/05/2024 13:21,18220,18230,6655,18061.19
02/05/2024 13:22,02/05/2024 13:25,18220,18210,3217,18061.45
02/05/2024 13:26,02/05/2024 14:26,18210,18200,43691,18064.69
02/05/2024 14:27,02/05/2024 14:33,18210,18220,5559,18065.13
02/05/2024 14:34,02/05/2024 14:35,18220,18230,1987,18065.3
02/05/2024 14:36,02/05/2024 14:46,18230,18240,11259,18066.3
02/05/2024 14:47,02/05/2024 15:03,18240,18250,11249,18067.34
02/05/2024 15:04,02/05/2024 15:07,18240,18230,3931,18067.68
02/05/2024 15:08,02/05/2024 15:12,18230,18220,6070,18068.16
02/05/2024 15:13,02/05/2024 15:13,18220,18210,794,18068.22
02/05/2024 15:14,02/05/2024 15:15,18210,18200,3190,18068.44
02/05/2024 15:16,02/05/2024 15:25,18200,18190,11478,18069.17
02/05/2024 15:26,02/05/2024 15:27,18200,18210,1994,18069.31
02/05/2024 15:28,02/05/2024 15:50,18210,18220,21974,18070.93
02/05/2024 15:51,02/05/2024 15:59,18220,18230,16031,18072.18
02/05/2024 16:00,02/05/2024 16:00,18220,18210,7914,18072.73
02/05/2024 16:01,02/05/2024 19:46,18210,18200,23547,18074.24
02/05/2024 19:47,02/05/2024 20:57,18210,18220,3824,18074.51
02/05/2024 20:58,02/05/2024 21:41,18220,18230,2337,18074.68
02/05/2024 21:42,02/05/2024 23:53,18230,18240,6462,18075.19
02/05/2024 23:54,02/06/2024 00:03,18240,18250,1374,18075.31
02/06/2024 00:04,02/06/2024 02:21,18250,18260,9510,18076.14
02/06/2024 02:22,02/06/2024 04:11,18260,18270,13336,18077.37
02/06/2024 04:12,02/06/2024 04:55,18260,18250,4864,18077.78
02/06/2024 04:56,02/06/2024 05:34,18250,18240,4895,18078.16
02/06/2024 05:35,02/06/2024 06:01,18240,18230,2695,18078.37
02/06/2024 06:02,02/06/2024 06:32,18240,18250,3321,18078.63
02/06/2024 06:33,02/06/2024 06:34,18240,18230,393,18078.66
02/06/2024 06:35,02/06/2024 06:36,18230,18220,1645,18078.78
02/06/2024 06:37,02/06/2024 06:37,18220,18210,663,18078.82
02/06/2024 06:38,02/06/2024 06:39,18210,18200,1621,18078.91
02/06/2024 06:40,02/06/2024 07:43,18200,18190,14740,18079.71
02/06/2024 07:44,02/06/2024 08:03,18200,18210,3813,18079.94
02/06/2024 08:04,02/06/2024 08:09,18210,18220,1983,18080.07
02/06/2024 08:10,02/06/2024 08:16,18220,18230,1996,18080.21
02/06/2024 08:17,02/06/2024 08:51,18230,18240,8040,18080.8
02/06/2024 08:52,02/06/2024 09:20,18240,18250,7570,18081.39
02/06/2024 09:21,02/06/2024 09:30,18250,18260,3693,18081.69
02/06/2024 09:31,02/06/2024 09:32,18260,18270,9521,18082.51
02/06/2024 09:33,02/06/2024 09:35,18260,18250,10474,18083.34
02/06/2024 09:36,02/06/2024 09:36,18240,18230,4511,18083.65
02/06/2024 09:37,02/06/2024 09:48,18230,18220,30472,18085.59
02/06/2024 09:49,02/06/2024 09:50,18220,18210,7946,18086.05
02/06/2024 09:51,02/06/2024 09:51,18200,18190,4041,18086.25
02/06/2024 09:52,02/06/2024 09:59,18190,18180,19026,18087.08
02/06/2024 10:00,02/06/2024 10:00,18180,18170,3117,18087.2
02/06/2024 10:01,02/06/2024 10:02,18170,18160,6728,18087.43
02/06/2024 10:03,02/06/2024 10:09,18160,18150,17393,18087.94
02/06/2024 10:10,02/06/2024 10:10,18150,18140,1964,18087.99
02/06/2024 10:11,02/06/2024 10:15,18140,18130,10697,18088.2
02/06/2024 10:16,02/06/2024 10:18,18140,18150,6254,18088.36
02/06/2024 10:19,02/06/2024 10:24,18150,18160,12276,18088.73
02/06/2024 10:25,02/06/2024 10:25,18140,18130,2905,18088.79
02/06/2024 10:26,02/06/2024 10:30,18130,18120,12429,18088.98
02/06/2024 10:31,02/06/2024 10:34,18130,18140,6034,18089.1
02/06/2024 10:35,02/06/2024 10:35,18140,18150,1481,18089.14
02/06/2024 10:36,02/06/2024 10:41,18150,18160,9815,18089.42
02/06/2024 10:42,02/06/2024 10:52,18150,18140,15092,18089.77
02/06/2024 10:53,02/06/2024 10:55,18140,18130,4272,18089.85
02/06/2024 10:56,02/06/2024 11:08,18140,18150,12934,18090.17
02/06/2024 11:09,02/06/2024 11:13,18150,18160,6498,18090.35
02/06/2024 11:14,02/06/2024 11:24,18150,18140,13554,18090.65
02/06/2024 11:25,02/06/2024 11:41,18150,18160,16662,18091.11
02/06/2024 11:42,02/06/2024 11:45,18150,18140,4208,18091.21
02/06/2024 11:46,02/06/2024 11:46,18140,18130,2789,18091.26
02/06/2024 11:47,02/06/2024 11:51,18120,18110,10407,18091.35
02/06/2024 11:52,02/06/2024 12:03,18110,18100,17589,18091.44
02/06/2024 12:04,02/06/2024 12:20,18100,18090,17556,18091.45
02/06/2024 12:21,02/06/2024 12:27,18090,18080,9219,18091.42
02/06/2024 12:28,02/06/2024 12:29,18090,18100,2992,18091.43
02/06/2024 12:30,02/06/2024 12:41,18100,18110,12840,18091.51
02/06/2024 12:42,02/06/2024 12:54,18110,18120,11626,18091.63
02/06/2024 12:55,02/06/2024 13:05,18110,18100,7465,18091.66
02/06/2024 13:06,02/06/2024 13:32,18110,18120,18957,18091.85
02/06/2024 13:33,02/06/2024 13:59,18120,18130,18234,18092.1
02/06/2024 14:00,02/06/2024 14:06,18130,18140,6187,18092.21
02/06/2024 14:07,02/06/2024 14:08,18130,18120,2940,18092.25
02/06/2024 14:09,02/06/2024 14:11,18110,18100,5601,18092.27
02/06/2024 14:12,02/06/2024 14:17,18100,18090,5494,18092.27
02/06/2024 14:18,02/06/2024 14:22,18090,18080,5019,18092.26
02/06/2024 14:23,02/06/2024 14:30,18090,18100,6782,18092.27
02/06/2024 14:31,02/06/2024 14:44,18100,18110,11100,18092.33
02/06/2024 14:45,02/06/2024 14:49,18110,18120,3600,18092.37
02/06/2024 14:50,02/06/2024 14:55,18120,18130,4083,18092.42
02/06/2024 14:56,02/06/2024 15:02,18130,18140,7050,18092.54
02/06/2024 15:03,02/06/2024 15:07,18140,18150,3546,18092.62
02/06/2024 15:08,02/06/2024 15:31,18150,18160,17203,18093.04
02/06/2024 15:32,02/06/2024 15:32,18150,18140,916,18093.06
02/06/2024 15:33,02/06/2024 15:33,18140,18130,1381,18093.08
02/06/2024 15:34,02/06/2024 15:53,18130,18120,19489,18093.3
02/06/2024 15:54,02/06/2024 15:55,18130,18140,2181,18093.34
02/06/2024 15:56,02/06/2024 15:59,18150,18160,8789,18093.55
02/06/2024 16:00,02/06/2024 20:05,18160,18170,28445,18094.33
02/06/2024 20:06,02/06/2024 20:09,18180,18190,1506,18094.39
02/06/2024 20:10,02/06/2024 20:22,18200,18210,2527,18094.49
02/06/2024 20:23,02/06/2024 20:55,18210,18220,3448,18094.65
02/06/2024 20:56,02/06/2024 21:35,18210,18200,2614,18094.76
02/06/2024 21:36,02/06/2024 22:48,18200,18190,3814,18094.9
02/06/2024 22:49,02/06/2024 23:00,18190,18180,928,18094.93
02/06/2024 23:01,02/07/2024 01:28,18180,18170,6176,18095.11
02/07/2024 01:29,02/07/2024 01:30,18170,18160,913,18095.13
