Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
04/02/2024 10:11:00,04/02/2024 10:12:00,18500,18490,4214,18709.67
04/02/2024 10:12:30,04/02/2024 10:18:00,18490,18480,11787,18706.34
04/02/2024 10:18:30,04/02/2024 10:23:00,18480,18470,10138,18703.43
04/02/2024 10:23:30,04/02/2024 10:23:30,18480,18490,1013,18703.16
04/02/2024 10:24:00,04/02/2024 10:25:00,18490,18500,3045,18702.4
04/02/2024 10:25:30,04/02/2024 10:34:00,18500,18510,13323,18699.25
04/02/2024 10:34:30,04/02/2024 10:56:00,18500,18490,27112,18692.74
04/02/2024 10:56:30,04/02/2024 11:10:00,18490,18480,17719,18688.5
04/02/2024 11:10:30,04/02/2024 11:11:30,18490,18500,2576,18687.94
04/02/2024 11:12:00,04/02/2024 11:15:00,18500,18510,4552,18687.0
04/02/2024 11:15:30,04/02/2024 11:22:00,18510,18520,8789,18685.32
04/02/2024 11:22:30,04/02/2024 11:37:00,18520,18530,17016,18682.35
04/02/2024 11:37:30,04/02/2024 11:44:00,18530,18540,8755,18680.95
04/02/2024 11:44:30,04/02/2024 11:50:00,18530,18520,6148,18679.9
04/02/2024 11:50:30,04/02/2024 11:53:00,18520,18510,3812,18679.22
04/02/2024 11:53:30,04/02/2024 12:34:30,18510,18500,31658,18673.41
04/02/2024 12:35:00,04/02/2024 12:42:00,18510,18520,4562,18672.67
04/02/2024 12:42:30,04/02/2024 12:49:00,18520,18530,5099,18671.9
04/02/2024 12:49:30,04/02/2024 12:59:30,18530,18540,9604,18670.57
04/02/2024 13:00:00,04/02/2024 15:05:00,18540,18550,72291,18662.03
04/02/2024 15:05:30,04/02/2024 15:08:00,18550,18560,5126,18661.52
04/02/2024 15:08:30,04/02/2024 15:14:00,18560,18570,5506,18661.03
04/02/2024 15:14:30,04/02/2024 15:19:30,18560,18550,4557,18660.57
04/02/2024 15:20:00,04/02/2024 15:24:00,18550,18540,3556,18660.18
04/02/2024 15:24:30,04/02/2024 15:32:00,18550,18560,6871,18659.52
04/02/2024 15:32:30,04/02/2024 15:35:00,18560,18570,4198,18659.16
04/02/2024 15:35:30,04/02/2024 15:40:00,18570,18580,4554,18658.81
04/02/2024 15:40:30,04/02/2024 15:49:30,18580,18590,9918,18658.16
04/02/2024 15:50:00,04/02/2024 20:07:00,18590,18600,44876,18655.73
04/02/2024 20:07:30,04/02/2024 20:13:30,18590,18580,1160,18655.66
04/02/2024 20:14:00,04/02/2024 21:06:00,18580,18570,4182,18655.36
04/02/2024 21:06:30,04/03/2024 01:10:00,18570,18560,12636,18654.35
04/03/2024 01:10:30,04/03/2024 01:48:30,18560,18550,1850,18654.19
04/03/2024 01:49:00,04/03/2024 02:00:30,18550,18540,1135,18654.08
04/03/2024 02:01:00,04/03/2024 03:00:30,18540,18530,5687,18653.49
04/03/2024 03:01:00,04/03/2024 03:06:00,18540,18550,1408,18653.37
04/03/2024 03:06:30,04/03/2024 03:38:30,18540,18530,4845,18652.87
04/03/2024 03:39:00,04/03/2024 03:54:30,18540,18550,2828,18652.61
04/03/2024 03:55:00,04/03/2024 04:31:30,18540,18530,5567,18652.05
04/03/2024 04:32:00,04/03/2024 04:48:30,18540,18550,2355,18651.84
04/03/2024 04:49:00,04/03/2024 05:26:00,18550,18560,4487,18651.48
04/03/2024 05:26:30,04/03/2024 05:56:00,18550,18540,2718,18651.23
04/03/2024 05:56:30,04/03/2024 06:34:00,18540,18530,4693,18650.77
04/03/2024 06:34:30,04/03/2024 07:02:30,18530,18520,4041,18650.34
04/03/2024 07:03:00,04/03/2024 07:15:30,18530,18540,2004,18650.15
04/03/2024 07:16:00,04/03/2024 07:30:30,18540,18550,2588,18649.93
04/03/2024 07:31:00,04/03/2024 08:03:30,18550,18560,7363,18649.36
04/03/2024 08:04:00,04/03/2024 08:24:00,18560,18570,7230,18648.87
04/03/2024 08:24:30,04/03/2024 08:25:30,18560,18550,702,18648.82
04/03/2024 08:26:00,04/03/2024 08:26:00,18550,18540,1019,18648.73
04/03/2024 08:26:30,04/03/2024 08:31:30,18540,18530,4145,18648.34
04/03/2024 08:32:00,04/03/2024 09:18:00,18530,18520,15853,18646.74
04/03/2024 09:18:30,04/03/2024 09:24:00,18520,18510,2219,18646.5
04/03/2024 09:24:30,04/03/2024 09:32:30,18510,18500,13609,18644.95
04/03/2024 09:33:00,04/03/2024 09:34:30,18510,18520,5641,18644.37
04/03/2024 09:35:00,04/03/2024 09:54:30,18520,18530,30088,18641.63
04/03/2024 09:55:00,04/03/2024 10:00:00,18530,18540,7639,18641.01
04/03/2024 10:00:30,04/03/2024 10:00:30,18550,18560,3547,18640.78
04/03/2024 10:01:00,04/03/2024 10:01:30,18570,18580,5381,18640.52
04/03/2024 10:02:00,04/03/2024 10:02:00,18580,18590,1783,18640.45
04/03/2024 10:02:30,04/03/2024 10:04:30,18590,18600,8414,18640.17
04/03/2024 10:05:00,04/03/2024 10:05:30,18600,18610,2766,18640.1
04/03/2024 10:06:00,04/03/2024 10:09:00,18610,18620,7081,18639.97
04/03/2024 10:09:30,04/03/2024 10:14:00,18610,18600,11337,18639.66
04/03/2024 10:14:30,04/03/2024 10:14:30,18610,18620,741,18639.65
04/03/2024 10:15:00,04/03/2024 10:15:00,18620,18630,1375,18639.63
04/03/2024 10:15:30,04/03/2024 10:19:30,18630,18640,10594,18639.61
04/03/2024 10:20:00,04/03/2024 10:24:00,18640,18650,6770,18639.65
04/03/2024 10:24:30,04/03/2024 10:26:30,18650,18660,4975,18639.71
04/03/2024 10:27:00,04/03/2024 10:30:00,18660,18670,6475,18639.84
04/03/2024 10:30:30,04/03/2024 10:58:30,18670,18680,40218,18640.89
04/03/2024 10:59:00,04/03/2024 11:11:00,18680,18690,12346,18641.28
04/03/2024 11:11:30,04/03/2024 11:51:00,18690,18700,32396,18642.52
04/03/2024 11:51:30,04/03/2024 11:54:00,18690,18680,3902,18642.63
04/03/2024 11:54:30,04/03/2024 11:55:30,18680,18670,2157,18642.67
04/03/2024 11:56:00,04/03/2024 12:02:00,18670,18660,9561,18642.81
04/03/2024 12:02:30,04/03/2024 12:10:00,18660,18650,7432,18642.86
